File	Time	Long	Lat	Alt	course	pitch	roll
"../360Images/1.jpg" 0.00000000 0.02216269 0.00271063 -0.03946153 179.59623508 -0.00000003 358.96776417 
"../360Images/2.jpg" 0.00000000 0.02701055 0.00467848 -0.05232539 9.01449402 79.57294399 185.44613416 
"../360Images/3.jpg" 0.00000000 0.00214880 0.01583077 -0.19000021 5.48323910 79.91818731 179.95222554 
"../360Images/4.jpg" 0.00000000 -0.02122059 0.00688450 -0.23206344 9.24931622 79.68652259 184.72538113 
"../360Images/5.jpg" 0.00000000 -0.02271026 -0.00470303 -0.38764598 4.45584245 79.79236291 179.30845543 
"../360Images/6.jpg" 0.00000000 0.00649410 -0.02503788 -0.51396319 8.35248792 81.42760454 183.99982110 
"../360Images/7.jpg" 0.00000000 -0.00158036 -0.05187780 -0.74220287 10.15400330 81.98697601 183.25416745 
"../360Images/8.jpg" 0.00000000 -0.01894461 -0.05455762 -0.80044222 8.07698338 82.12700358 181.77126392 
"../360Images/9.jpg" 0.00000000 -0.03049679 -0.05727617 -0.85425395 9.14477438 82.41576241 183.23319554 
"../360Images/10.jpg" 0.00000000 -0.01230036 -0.07119483 -1.45980925 11.03289202 80.69681669 185.62862264 
"../360Images/11.jpg" 0.00000000 -0.01293285 -0.07860691 -1.56553811 11.12953335 81.31356930 186.12675205 
"../360Images/12.jpg" 0.00000000 -0.02069164 -0.10085234 -1.81373910 179.74933079 -1.54603943 358.30017185 
"../360Images/13.jpg" 0.00000000 -0.04355146 -0.14106654 -2.08847971 13.96779099 80.01947331 187.90075974 
"../360Images/14.jpg" 0.00000000 -0.08756986 -0.14202355 -2.20522101 8.50301918 79.49525634 182.85863520 
"../360Images/15.jpg" 0.00000000 -0.13198242 -0.14054277 -2.49574304 9.16173375 76.76363528 183.87756654 
"../360Images/16.jpg" 0.00000000 -0.15667796 -0.16474993 -2.65641333 12.95930553 74.34894242 187.45911575 
"../360Images/17.jpg" 0.00000000 -0.24484076 -0.17504268 -3.06706744 10.56736518 69.86926484 185.16120786 
"../360Images/18.jpg" 0.00000000 -0.26681061 -0.14951989 -3.19429743 4.08892861 68.83833539 178.99529292 
"../360Images/19.jpg" 0.00000000 -0.31714033 -0.22325831 -3.39358418 9.81372209 66.51246624 183.92905883 
"../360Images/20.jpg" 0.00000000 -0.43852324 -0.17069333 -3.88633989 10.39257781 63.45275047 185.42862246 
"../360Images/21.jpg" 0.00000000 -0.54821903 -0.22352734 -4.21290920 7.58696838 61.12250383 181.93239310 
"../360Images/22.jpg" 0.00000000 -0.61584499 -0.23632498 -4.39301115 10.17785131 60.08513665 184.64422375 
"../360Images/23.jpg" 0.00000000 -0.67595842 -0.21302563 -4.54886125 11.02877250 58.96880553 185.78754687 
"../360Images/24.jpg" 0.00000000 -0.81303823 -0.25841459 -4.87561923 5.81674981 56.50426198 179.83400366 
"../360Images/25.jpg" 0.00000000 -0.87747923 -0.23437472 -4.98271425 10.61703390 55.98595352 185.74781551 
"../360Images/26.jpg" 0.00000000 -0.95624760 -0.29360118 -5.17267610 7.26112941 55.57967721 181.34906362 
"../360Images/27.jpg" 0.00000000 -1.02800333 -0.28090620 -5.28833220 11.63771718 54.61066556 185.91874531 
"../360Images/28.jpg" 0.00000000 -1.24853360 -0.28598391 -5.62796467 9.05399764 51.78639723 183.70033707 
"../360Images/29.jpg" 0.00000000 -1.34484119 -0.25921576 -5.81632305 6.68927607 50.95669362 181.45471594 
"../360Images/30.jpg" 0.00000000 -1.40533228 -0.31413233 -5.91819449 11.66592587 50.55800619 186.32449265 
"../360Images/31.jpg" 0.00000000 -1.60585390 -0.29009729 -6.18496442 10.03875135 49.09130164 184.94479638 
"../360Images/32.jpg" 0.00000000 -2.02246167 -0.28526632 -6.66066800 181.88888580 -38.93024929 359.48850522 
"../360Images/33.jpg" 0.00000000 -2.20899384 -0.35377246 -6.80609711 7.64224881 38.54640910 181.27752141 
"../360Images/34.jpg" 0.00000000 -2.40070934 -0.44464500 -6.96002120 11.30490644 33.60772039 182.95257494 
"../360Images/35.jpg" 0.00000000 -2.65455675 -0.37055443 -7.10524627 7.77835063 28.96126518 179.66908526 
"../360Images/36.jpg" 0.00000000 -2.91917323 -0.29503997 -7.23210256 11.94069475 24.73980493 184.54347404 
"../360Images/37.jpg" 0.00000000 -3.10840277 -0.46382833 -7.30440867 14.90555208 20.12201495 183.34557134 
"../360Images/38.jpg" 0.00000000 -3.18463707 -0.42005439 -7.33152458 13.89674833 18.50330312 182.11110419 
"../360Images/39.jpg" 0.00000000 -3.31885545 -0.29483672 -7.35820681 11.21640728 15.12489949 180.51219767 
"../360Images/40.jpg" 0.00000000 -3.52300040 -0.32011631 -7.42199745 12.16539536 10.09501643 178.66200988 
"../360Images/41.jpg" 0.00000000 -3.63906816 -0.18931547 -7.43982040 9.70192670 6.81549573 178.69264785 
"../360Images/42.jpg" 0.00000000 -3.95154541 -0.17650685 -7.47319187 10.73437425 -0.58322375 169.74090715 
"../360Images/43.jpg" 0.00000000 -4.14643462 -0.38004286 -7.47996971 37.36606462 -3.68404772 156.96975870 
"../360Images/44.jpg" 0.00000000 -4.29402459 -0.24705469 -7.48822438 48.92177008 -5.52395500 151.61067910 
"../360Images/45.jpg" 0.00000000 -4.50099932 -0.36008003 -7.49563014 130.10857158 -5.80407296 76.20367553 
"../360Images/46.jpg" 0.00000000 -4.65174318 -0.12974999 -7.48831678 169.40098815 -5.17925603 33.04051727 
"../360Images/47.jpg" 0.00000000 -4.90300335 -0.27388288 -7.48913016 172.59874453 -2.91600827 31.26230356 
"../360Images/48.jpg" 0.00000000 -5.02747687 -0.24598587 -7.48403919 177.17886067 -2.02837139 25.47915320 
"../360Images/49.jpg" 0.00000000 -5.17116222 -0.38077810 -7.46518758 171.84279951 -0.52677683 25.69565583 
"../360Images/50.jpg" 0.00000000 -5.33497951 -0.19357907 -7.44539831 177.55253971 0.24298730 14.97336786 
"../360Images/51.jpg" 0.00000000 -5.46113252 -0.29291496 -7.42931136 176.57429824 0.80916333 16.33035151 
"../360Images/52.jpg" 0.00000000 -5.61134833 -0.29882597 -7.42598359 177.79428853 1.61500133 17.40551932 
"../360Images/53.jpg" 0.00000000 -5.74264342 -0.22959661 -7.42301322 185.10000548 2.46840462 17.75039544 
"../360Images/54.jpg" 0.00000000 -5.88137910 -0.37576951 -7.40964014 184.07903887 3.93811684 23.00911861 
"../360Images/55.jpg" 0.00000000 -5.96234809 -0.36394518 -7.40241535 184.29784572 4.71988989 21.95438380 
"../360Images/56.jpg" 0.00000000 -6.04342113 -0.21982568 -7.39209766 189.21466170 5.09055057 19.71984775 
"../360Images/57.jpg" 0.00000000 -6.16387724 -0.26660354 -7.37251921 184.57574529 5.61913906 15.38259537 
"../360Images/58.jpg" 0.00000000 -6.31280269 -0.35304305 -7.36874498 184.85724847 6.38049034 19.56116755 
"../360Images/59.jpg" 0.00000000 -6.45348610 -0.20678236 -7.34766228 196.37772966 6.87742140 24.01618084 
"../360Images/60.jpg" 0.00000000 -6.51645168 -0.30350417 -7.33897775 352.34923394 -79.93997574 186.49520146 
"../360Images/61.jpg" 0.00000000 -6.66949231 -0.40598986 -7.31676682 197.35502325 7.94563307 32.53025472 
"../360Images/62.jpg" 0.00000000 -6.88536205 -0.27972269 -7.27830911 202.89771705 7.91200157 32.04218412 
"../360Images/63.jpg" 0.00000000 -7.03451235 -0.39065418 -7.26898320 194.82596290 8.33861518 28.03263100 
"../360Images/64.jpg" 0.00000000 -7.17846790 -0.16630022 -7.25243764 219.57277761 9.13776835 42.77328003 
"../360Images/65.jpg" 0.00000000 -7.37765305 -0.38127708 -7.23510585 230.68236651 9.79226647 61.61624019 
"../360Images/66.jpg" 0.00000000 -7.51906781 -0.14195211 -7.22063806 249.26332945 9.65296590 70.71442842 
"../360Images/67.jpg" 0.00000000 -7.79249491 -0.32412837 -7.20591206 252.61398662 9.06512678 81.47346382 
"../360Images/68.jpg" 0.00000000 -7.99799088 -0.45436614 -7.17228450 246.22408564 9.17365530 79.20262994 
"../360Images/69.jpg" 0.00000000 -8.16414954 -0.39597983 -7.14649349 252.76794416 9.35705553 83.55988985 
"../360Images/70.jpg" 0.00000000 -8.44141105 -0.44554530 -7.11916442 352.08937441 -80.38244401 186.78925230 
"../360Images/71.jpg" 0.00000000 -8.59500201 -0.22703853 -7.09840180 268.31082826 8.46226478 91.48333296 
"../360Images/72.jpg" 0.00000000 -8.78854876 -0.45050159 -7.06796551 278.84805523 8.96177314 110.06725683 
"../360Images/73.jpg" 0.00000000 -8.94878951 -0.23110070 -7.04991156 290.26538977 9.12822853 112.74393655 
"../360Images/74.jpg" 0.00000000 -9.20339010 -0.43092807 -7.03814464 288.64171910 7.99768273 119.38405859 
"../360Images/75.jpg" 0.00000000 -9.39820381 -0.46121662 -6.99369613 315.61968194 7.33882079 147.11880048 
"../360Images/76.jpg" 0.00000000 -9.63572197 -0.36303877 -6.94453173 323.55464374 6.47660339 150.97518775 
"../360Images/77.jpg" 0.00000000 -9.75885760 -0.44002154 -6.91542592 327.26531826 6.06259106 157.75992881 
"../360Images/78.jpg" 0.00000000 -9.90872985 -0.50692415 -6.89154192 317.58234053 5.56386343 151.77337201 
"../360Images/79.jpg" 0.00000000 -10.12334250 -0.51291102 -6.85050044 299.43178346 5.40165676 133.92739910 
"../360Images/80.jpg" 0.00000000 -10.27944669 -0.58708538 -6.81490308 271.64106823 5.30622674 110.61336132 
"../360Images/81.jpg" 0.00000000 -10.49302414 -0.38396091 -6.77973345 354.68651819 -83.95628373 185.02012040 
"../360Images/82.jpg" 0.00000000 -10.70700899 -0.41118458 -6.74723651 209.51983962 3.28316965 39.57806289 
"../360Images/83.jpg" 0.00000000 -10.88586805 -0.59372050 -6.70427441 180.14015397 1.66643125 17.57949888 
"../360Images/84.jpg" 0.00000000 -11.04449600 -0.53152386 -6.67051503 180.41969980 0.19585764 13.78128979 
"../360Images/85.jpg" 0.00000000 -11.11455152 -0.27855078 -6.65101937 -173.30490449 -0.60095403 6.22992586 
"../360Images/86.jpg" 0.00000000 -11.22403378 -0.52373336 -6.62456093 181.04884763 -1.36822867 11.84386089 
"../360Images/87.jpg" 0.00000000 -11.37128108 -0.56053990 -6.59982698 180.33243907 -1.16083551 12.06287442 
"../360Images/88.jpg" 0.00000000 -11.44393993 -0.41260054 -6.58674629 186.74656223 -1.08894610 12.21334614 
"../360Images/89.jpg" 0.00000000 -11.56555810 -0.58663023 -6.57136706 182.57640369 -0.99368184 13.82038052 
"../360Images/90.jpg" 0.00000000 -11.72022367 -0.62882748 -6.53688953 181.75298187 -0.86130188 14.66428562 
"../360Images/91.jpg" 0.00000000 -11.79936066 -0.35763039 -6.52210232 186.83882793 -1.15705706 8.60939786 
"../360Images/92.jpg" 0.00000000 -11.97284438 -0.62123589 -6.48457909 179.80572097 -1.18384174 11.96733572 
"../360Images/93.jpg" 0.00000000 -12.18702081 -0.44291517 -6.45386005 184.76539314 -1.10252947 9.50579650 
"../360Images/94.jpg" 0.00000000 -12.31743746 -0.72018567 -6.42431970 180.95155782 -0.62710268 14.40548622 
"../360Images/95.jpg" 0.00000000 -12.47853388 -0.57199967 -6.39996117 182.18218893 -0.31450139 10.81038187 
"../360Images/96.jpg" 0.00000000 -12.59716662 -0.46501148 -6.37488301 185.10880030 -0.60852157 9.02082334 
"../360Images/97.jpg" 0.00000000 -12.73161319 -0.71164817 -6.36365020 180.77109104 -0.85688056 14.34874238 
"../360Images/98.jpg" 0.00000000 -12.81389809 -0.62537218 -6.35811164 181.90126626 -1.00127923 12.21042343 
"../360Images/99.jpg" 0.00000000 -12.94311534 -0.48469204 -6.34644168 185.42633189 -1.28371425 9.99655654 
"../360Images/100.jpg" 0.00000000 -13.07310959 -0.67150824 -6.32028714 183.48963790 -1.24958949 13.28582277 
"../360Images/101.jpg" 0.00000000 -13.21679510 -0.46398689 -6.29227770 186.26020973 -1.60974054 8.81846048 
"../360Images/102.jpg" 0.00000000 -13.38686972 -0.66402817 -6.26345283 353.45223639 -81.61206974 187.66548625 
"../360Images/103.jpg" 0.00000000 -13.45816028 -0.70225347 -6.25774448 180.16454983 -2.83441244 14.09200017 
"../360Images/104.jpg" 0.00000000 -13.53134297 -0.64862367 -6.25121517 180.55743477 -3.16523718 11.69381679 
"../360Images/105.jpg" 0.00000000 -13.71817838 -0.61725736 -6.20844764 183.10134762 -2.93746300 9.75842369 
"../360Images/106.jpg" 0.00000000 -13.77772106 -0.59197729 -6.18952862 185.01643441 -2.22745661 10.87768200 
"../360Images/107.jpg" 0.00000000 -13.83680374 -0.53501578 -6.16996925 186.39914574 -1.90560684 9.64611580 
"../360Images/108.jpg" 0.00000000 -13.92154829 -0.32777499 -6.13311194 -168.37974935 -1.81386772 6.55031965 
"../360Images/109.jpg" 0.00000000 -14.00581518 -0.64638735 -6.11868420 183.33750768 -1.85692271 12.71238749 
"../360Images/110.jpg" 0.00000000 -14.25221548 -0.84143179 -6.09950973 180.63467633 -1.55686720 16.11274124 
"../360Images/111.jpg" 0.00000000 -14.39570982 -1.02681439 -6.07026276 178.69372186 -1.04926590 20.02522553 
"../360Images/112.jpg" 0.00000000 -14.55668021 -0.94305699 -6.03626106 179.23252543 -1.25848625 16.19822561 
"../360Images/113.jpg" 0.00000000 -14.70851159 -0.93245050 -6.00155481 178.07235510 -1.65795344 16.70993836 
"../360Images/114.jpg" 0.00000000 -14.86739955 -0.86479459 -5.97833018 178.00450720 -2.05868834 15.60733846 
"../360Images/115.jpg" 0.00000000 -14.94466615 -0.74240694 -5.96829463 181.84826399 -1.72293646 14.19575145 
"../360Images/116.jpg" 0.00000000 -15.07145571 -0.64380724 -5.94271287 185.23429749 -1.65106275 12.28813727 
"../360Images/117.jpg" 0.00000000 -15.18758210 -0.66463850 -5.91864867 182.83234007 -1.41969512 10.87633677 
"../360Images/118.jpg" 0.00000000 -15.30167512 -0.71365998 -5.88853964 183.38352032 -1.68968235 13.53234509 
"../360Images/119.jpg" 0.00000000 -15.42440203 -0.83773776 -5.86091755 177.93484751 -2.24737180 15.87491782 
"../360Images/120.jpg" 0.00000000 -15.55934067 -0.90419925 -5.82821799 176.22088853 -2.37923454 18.14585486 
"../360Images/121.jpg" 0.00000000 -15.69698717 -0.87650181 -5.79075121 179.22709258 -2.28042098 20.28284925 
"../360Images/122.jpg" 0.00000000 -15.83251916 -0.89613830 -5.76014835 177.77502646 -2.32321125 21.25033191 
"../360Images/123.jpg" 0.00000000 -15.96821682 -0.75406116 -5.73215041 181.10787284 -2.53206171 15.94254613 
"../360Images/124.jpg" 0.00000000 -16.08398161 -0.77238351 -5.71182232 179.78884442 -3.01371901 19.35139231 
"../360Images/125.jpg" 0.00000000 -16.20862909 -0.92388322 -5.68841152 171.82175896 -3.54703970 26.96791338 
"../360Images/126.jpg" 0.00000000 -16.41007157 -0.94285312 -5.64842040 165.49448577 -3.84958975 30.38386029 
"../360Images/127.jpg" 0.00000000 -16.55350288 -0.96557057 -5.62609140 162.62141365 -3.82557626 32.41801185 
"../360Images/128.jpg" 0.00000000 -16.62643385 -0.85948495 -5.61669326 169.16698967 -3.88132858 27.23244913 
"../360Images/129.jpg" 0.00000000 -16.80055569 -0.97830119 -5.56766380 151.96462876 -4.29755698 49.28977604 
"../360Images/130.jpg" 0.00000000 -16.86337704 -1.05476389 -5.54608460 137.49215418 -4.14820436 64.92441567 
"../360Images/131.jpg" 0.00000000 -17.00107838 -1.05069336 -5.50432451 127.43775137 -4.07859022 82.20207928 
"../360Images/132.jpg" 0.00000000 -17.13868601 -1.10458437 -5.46991585 284.27920725 -86.77476122 255.62316778 
"../360Images/133.jpg" 0.00000000 -17.28687688 -1.07183415 -5.44338106 122.38689771 -3.80418812 82.22141223 
"../360Images/134.jpg" 0.00000000 -17.42616457 -1.04251225 -5.41658018 118.30233804 -3.70473313 89.39313093 
"../360Images/135.jpg" 0.00000000 -17.49642073 -1.03680482 -5.40500238 107.57358315 -3.51333039 101.94817251 
"../360Images/136.jpg" 0.00000000 -17.63832334 -1.01972760 -5.37937825 90.63723803 -3.53405439 114.50665488 
"../360Images/137.jpg" 0.00000000 -17.77165553 -0.96582995 -5.35545307 84.32066495 -3.72114981 122.19074368 
"../360Images/138.jpg" 0.00000000 -17.97387453 -0.99932370 -5.32196446 82.58271997 -3.59483774 125.54166691 
"../360Images/139.jpg" 0.00000000 -18.10592912 -0.85143011 -5.30772299 51.52752233 -4.08471045 148.67892042 
"../360Images/140.jpg" 0.00000000 -18.29094108 -0.98004366 -5.28079150 44.11349022 -3.46104065 153.27407784 
"../360Images/141.jpg" 0.00000000 -18.41732271 -0.96346883 -5.25677241 40.42755067 -3.38588053 160.21899125 
"../360Images/142.jpg" 0.00000000 -18.54040418 -1.14258878 -5.22721312 50.48224679 -3.11454055 154.47331554 
